n_all,n_strata,RR_star_lower,RR_star_upper,response,n_triads_per_stratum,haplo_freq_most_common_allele_stratum_1,alpha,rr,RR_stratum_1,RR_stratum_2,RR_stratum_3,haplo_freq_most_common_allele_stratum_2,haplo_freq_most_common_allele_stratum_3,RR.power_Haplotype_2
2,3,1,1,mult,100,0.85,5e-10,4,4,1,0.25,0.85,0.85,0.38
2,3,1,1,mult,100,0.9,5e-10,4,4,1,0.25,0.9,0.9,0.1
2,3,1,1,mult,100,0.95,5e-10,4,4,1,0.25,0.95,0.95,0
2,3,1,1,mult,100,0.6,0.05,4.3,4.3,1,0.23255813953488372,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,4.3,4.3,1,0.23255813953488372,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,4.3,4.3,1,0.23255813953488372,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,4.3,4.3,1,0.23255813953488372,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,4.3,4.3,1,0.23255813953488372,0.9,0.9,1
2,3,1,1,mult,100,0.95,0.05,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.95
2,3,1,1,mult,100,0.6,5e-5,4.3,4.3,1,0.23255813953488372,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,4.3,4.3,1,0.23255813953488372,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-5,4.3,4.3,1,0.23255813953488372,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-5,4.3,4.3,1,0.23255813953488372,0.8,0.8,1
2,3,1,1,mult,100,0.85,5e-5,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.98
2,3,1,1,mult,100,0.9,5e-5,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.85
2,3,1,1,mult,100,0.95,5e-5,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.33
2,3,1,1,mult,100,0.6,5e-6,4.3,4.3,1,0.23255813953488372,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-6,4.3,4.3,1,0.23255813953488372,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-6,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-6,4.3,4.3,1,0.23255813953488372,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-6,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.99
2,3,1,1,mult,100,0.85,5e-6,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.94
2,3,1,1,mult,100,0.9,5e-6,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.7
2,3,1,1,mult,100,0.95,5e-6,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.17
2,3,1,1,mult,100,0.6,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.6,0.6,1
2,3,1,1,mult,100,0.65,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.65,0.65,1
2,3,1,1,mult,100,0.7,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.7,0.7,1
2,3,1,1,mult,100,0.75,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.75,0.75,0.99
2,3,1,1,mult,100,0.8,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.97
2,3,1,1,mult,100,0.85,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.86
2,3,1,1,mult,100,0.9,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.53
2,3,1,1,mult,100,0.95,5.000000000000001e-7,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.08
2,3,1,1,mult,100,0.6,5e-8,4.3,4.3,1,0.23255813953488372,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-8,4.3,4.3,1,0.23255813953488372,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-8,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.99
2,3,1,1,mult,100,0.75,5e-8,4.3,4.3,1,0.23255813953488372,0.75,0.75,0.98
2,3,1,1,mult,100,0.8,5e-8,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.93
2,3,1,1,mult,100,0.85,5e-8,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.75
2,3,1,1,mult,100,0.9,5e-8,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.37
2,3,1,1,mult,100,0.95,5e-8,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.04
2,3,1,1,mult,100,0.6,5e-10,4.3,4.3,1,0.23255813953488372,0.6,0.6,0.99
2,3,1,1,mult,100,0.65,5e-10,4.3,4.3,1,0.23255813953488372,0.65,0.65,0.98
2,3,1,1,mult,100,0.7,5e-10,4.3,4.3,1,0.23255813953488372,0.7,0.7,0.96
2,3,1,1,mult,100,0.75,5e-10,4.3,4.3,1,0.23255813953488372,0.75,0.75,0.9
2,3,1,1,mult,100,0.8,5e-10,4.3,4.3,1,0.23255813953488372,0.8,0.8,0.76
2,3,1,1,mult,100,0.85,5e-10,4.3,4.3,1,0.23255813953488372,0.85,0.85,0.47
2,3,1,1,mult,100,0.9,5e-10,4.3,4.3,1,0.23255813953488372,0.9,0.9,0.14
2,3,1,1,mult,100,0.95,5e-10,4.3,4.3,1,0.23255813953488372,0.95,0.95,0.01
2,3,1,1,mult,100,0.6,0.05,4.6,4.6,1,0.2173913043478261,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,4.6,4.6,1,0.2173913043478261,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,4.6,4.6,1,0.2173913043478261,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,4.6,4.6,1,0.2173913043478261,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,4.6,4.6,1,0.2173913043478261,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,4.6,4.6,1,0.2173913043478261,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,4.6,4.6,1,0.2173913043478261,0.9,0.9,1
2,3,1,1,mult,100,0.95,0.05,4.6,4.6,1,0.2173913043478261,0.95,0.95,0.96
2,3,1,1,mult,100,0.6,5e-5,4.6,4.6,1,0.2173913043478261,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,4.6,4.6,1,0.2173913043478261,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,4.6,4.6,1,0.2173913043478261,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-5,4.6,4.6,1,0.2173913043478261,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-5,4.6,4.6,1,0.2173913043478261,0.8,0.8,1
2,3,1,1,mult,100,0.85,5e-5,4.6,4.6,1,0.2173913043478261,0.85,0.85,0.99
2,3,1,1,mult,100,0.9,5e-5,4.6,4.6,1,0.2173913043478261,0.9,0.9,0.88
2,3,1,1,mult,100,0.95,5e-5,4.6,4.6,1,0.2173913043478261,0.95,0.95,0.38
2,3,1,1,mult,100,0.6,5e-6,4.6,4.6,1,0.2173913043478261,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-6,4.6,4.6,1,0.2173913043478261,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-6,4.6,4.6,1,0.2173913043478261,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-6,4.6,4.6,1,0.2173913043478261,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-6,4.6,4.6,1,0.2173913043478261,0.8,0.8,0.99
2,3,1,1,mult,100,0.85,5e-6,4.6,4.6,1,0.2173913043478261,0.85,0.85,0.96
2,3,1,1,mult,100,0.9,5e-6,4.6,4.6,1,0.2173913043478261,0.9,0.9,0.76
2,3,1,1,mult,100,0.95,5e-6,4.6,4.6,1,0.2173913043478261,0.95,0.95,0.21
2,3,1,1,mult,100,0.6,5.000000000000001e-7,4.6,4.6,1,0.2173913043478261,0.6,0.6,1
2,3,1,1,mult,100,0.65,5.000000000000001e-7,4.6,4.6,1,0.2173913043478261,0.65,0.65,1
2,3,1,1,mult,100,0.7,5.000000000000001e-7,4.6,4.6,1,0.2173913043478261,0.7,0.7,1
2,3,1,1,mult,100,0.75,5.000000000000001e-7,4.6,4.6,1,0.2173913043478261,0.75,0.75,1
2,3,1,1,mult,100,0.8,5.000000000000001e-7,4.6,4.6,1,0.2173913043478261,0.8,0.8,0.98
2,3,1,1,mult,100,0.85,5.000000000000001e-7,4.6,4.6,1,0.2173913043478261,0.85,0.85,0.9
2,3,1,1,mult,100,0.9,5.000000000000001e-7,4.6,4.6,1,0.2173913043478261,0.9,0.9,0.6
2,3,1,1,mult,100,0.95,5.000000000000001e-7,4.6,4.6,1,0.2173913043478261,0.95,0.95,0.1
2,3,1,1,mult,100,0.6,5e-8,4.6,4.6,1,0.2173913043478261,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-8,4.6,4.6,1,0.2173913043478261,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-8,4.6,4.6,1,0.2173913043478261,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-8,4.6,4.6,1,0.2173913043478261,0.75,0.75,0.99
2,3,1,1,mult,100,0.8,5e-8,4.6,4.6,1,0.2173913043478261,0.8,0.8,0.95
2,3,1,1,mult,100,0.85,5e-8,4.6,4.6,1,0.2173913043478261,0.85,0.85,0.81
2,3,1,1,mult,100,0.9,5e-8,4.6,4.6,1,0.2173913043478261,0.9,0.9,0.43
2,3,1,1,mult,100,0.95,5e-8,4.6,4.6,1,0.2173913043478261,0.95,0.95,0.05
2,3,1,1,mult,100,0.6,5e-10,4.6,4.6,1,0.2173913043478261,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-10,4.6,4.6,1,0.2173913043478261,0.65,0.65,0.99
2,3,1,1,mult,100,0.7,5e-10,4.6,4.6,1,0.2173913043478261,0.7,0.7,0.98
2,3,1,1,mult,100,0.75,5e-10,4.6,4.6,1,0.2173913043478261,0.75,0.75,0.94
2,3,1,1,mult,100,0.8,5e-10,4.6,4.6,1,0.2173913043478261,0.8,0.8,0.83
2,3,1,1,mult,100,0.85,5e-10,4.6,4.6,1,0.2173913043478261,0.85,0.85,0.56
2,3,1,1,mult,100,0.9,5e-10,4.6,4.6,1,0.2173913043478261,0.9,0.9,0.18
2,3,1,1,mult,100,0.95,5e-10,4.6,4.6,1,0.2173913043478261,0.95,0.95,0.01
2,3,1,1,mult,100,0.6,0.05,4.9,4.9,1,0.2040816326530612,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,4.9,4.9,1,0.2040816326530612,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,4.9,4.9,1,0.2040816326530612,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,4.9,4.9,1,0.2040816326530612,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,4.9,4.9,1,0.2040816326530612,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,4.9,4.9,1,0.2040816326530612,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,4.9,4.9,1,0.2040816326530612,0.9,0.9,1
2,3,1,1,mult,100,0.95,0.05,4.9,4.9,1,0.2040816326530612,0.95,0.95,0.97
2,3,1,1,mult,100,0.6,5e-5,4.9,4.9,1,0.2040816326530612,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,4.9,4.9,1,0.2040816326530612,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,4.9,4.9,1,0.2040816326530612,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-5,4.9,4.9,1,0.2040816326530612,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-5,4.9,4.9,1,0.2040816326530612,0.8,0.8,1
2,3,1,1,mult,100,0.85,5e-5,4.9,4.9,1,0.2040816326530612,0.85,0.85,0.99
2,3,1,1,mult,100,0.9,5e-5,4.9,4.9,1,0.2040816326530612,0.9,0.9,0.91
2,3,1,1,mult,100,0.95,5e-5,4.9,4.9,1,0.2040816326530612,0.95,0.95,0.42
2,3,1,1,mult,100,0.6,5e-6,4.9,4.9,1,0.2040816326530612,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-6,4.9,4.9,1,0.2040816326530612,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-6,4.9,4.9,1,0.2040816326530612,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-6,4.9,4.9,1,0.2040816326530612,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-6,4.9,4.9,1,0.2040816326530612,0.8,0.8,1
2,3,1,1,mult,100,0.85,5e-6,4.9,4.9,1,0.2040816326530612,0.85,0.85,0.97
2,3,1,1,mult,100,0.9,5e-6,4.9,4.9,1,0.2040816326530612,0.9,0.9,0.81
2,3,1,1,mult,100,0.95,5e-6,4.9,4.9,1,0.2040816326530612,0.95,0.95,0.24
2,3,1,1,mult,100,0.6,5.000000000000001e-7,4.9,4.9,1,0.2040816326530612,0.6,0.6,1
2,3,1,1,mult,100,0.65,5.000000000000001e-7,4.9,4.9,1,0.2040816326530612,0.65,0.65,1
2,3,1,1,mult,100,0.7,5.000000000000001e-7,4.9,4.9,1,0.2040816326530612,0.7,0.7,1
2,3,1,1,mult,100,0.75,5.000000000000001e-7,4.9,4.9,1,0.2040816326530612,0.75,0.75,1
2,3,1,1,mult,100,0.8,5.000000000000001e-7,4.9,4.9,1,0.2040816326530612,0.8,0.8,0.99
2,3,1,1,mult,100,0.85,5.000000000000001e-7,4.9,4.9,1,0.2040816326530612,0.85,0.85,0.93
2,3,1,1,mult,100,0.9,5.000000000000001e-7,4.9,4.9,1,0.2040816326530612,0.9,0.9,0.66
2,3,1,1,mult,100,0.95,5.000000000000001e-7,4.9,4.9,1,0.2040816326530612,0.95,0.95,0.13
2,3,1,1,mult,100,0.6,5e-8,4.9,4.9,1,0.2040816326530612,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-8,4.9,4.9,1,0.2040816326530612,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-8,4.9,4.9,1,0.2040816326530612,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-8,4.9,4.9,1,0.2040816326530612,0.75,0.75,0.99
2,3,1,1,mult,100,0.8,5e-8,4.9,4.9,1,0.2040816326530612,0.8,0.8,0.97
2,3,1,1,mult,100,0.85,5e-8,4.9,4.9,1,0.2040816326530612,0.85,0.85,0.86
2,3,1,1,mult,100,0.9,5e-8,4.9,4.9,1,0.2040816326530612,0.9,0.9,0.5
2,3,1,1,mult,100,0.95,5e-8,4.9,4.9,1,0.2040816326530612,0.95,0.95,0.06
2,3,1,1,mult,100,0.6,5e-10,4.9,4.9,1,0.2040816326530612,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-10,4.9,4.9,1,0.2040816326530612,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-10,4.9,4.9,1,0.2040816326530612,0.7,0.7,0.99
2,3,1,1,mult,100,0.75,5e-10,4.9,4.9,1,0.2040816326530612,0.75,0.75,0.96
2,3,1,1,mult,100,0.8,5e-10,4.9,4.9,1,0.2040816326530612,0.8,0.8,0.88
2,3,1,1,mult,100,0.85,5e-10,4.9,4.9,1,0.2040816326530612,0.85,0.85,0.63
2,3,1,1,mult,100,0.9,5e-10,4.9,4.9,1,0.2040816326530612,0.9,0.9,0.23
2,3,1,1,mult,100,0.95,5e-10,4.9,4.9,1,0.2040816326530612,0.95,0.95,0.01
2,3,1,1,mult,100,0.6,0.05,5.2,5.2,1,0.1923076923076923,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,5.2,5.2,1,0.1923076923076923,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,5.2,5.2,1,0.1923076923076923,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,5.2,5.2,1,0.1923076923076923,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,5.2,5.2,1,0.1923076923076923,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,5.2,5.2,1,0.1923076923076923,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,5.2,5.2,1,0.1923076923076923,0.9,0.9,1
2,3,1,1,mult,100,0.95,0.05,5.2,5.2,1,0.1923076923076923,0.95,0.95,0.97
2,3,1,1,mult,100,0.6,5e-5,5.2,5.2,1,0.1923076923076923,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,5.2,5.2,1,0.1923076923076923,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,5.2,5.2,1,0.1923076923076923,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-5,5.2,5.2,1,0.1923076923076923,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-5,5.2,5.2,1,0.1923076923076923,0.8,0.8,1
2,3,1,1,mult,100,0.85,5e-5,5.2,5.2,1,0.1923076923076923,0.85,0.85,1
2,3,1,1,mult,100,0.9,5e-5,5.2,5.2,1,0.1923076923076923,0.9,0.9,0.93
2,3,1,1,mult,100,0.95,5e-5,5.2,5.2,1,0.1923076923076923,0.95,0.95,0.47
2,3,1,1,mult,100,0.6,5e-6,5.2,5.2,1,0.1923076923076923,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-6,5.2,5.2,1,0.1923076923076923,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-6,5.2,5.2,1,0.1923076923076923,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-6,5.2,5.2,1,0.1923076923076923,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-6,5.2,5.2,1,0.1923076923076923,0.8,0.8,1
2,3,1,1,mult,100,0.85,5e-6,5.2,5.2,1,0.1923076923076923,0.85,0.85,0.98
2,3,1,1,mult,100,0.9,5e-6,5.2,5.2,1,0.1923076923076923,0.9,0.9,0.84
2,3,1,1,mult,100,0.95,5e-6,5.2,5.2,1,0.1923076923076923,0.95,0.95,0.28
2,3,1,1,mult,100,0.6,5.000000000000001e-7,5.2,5.2,1,0.1923076923076923,0.6,0.6,1
2,3,1,1,mult,100,0.65,5.000000000000001e-7,5.2,5.2,1,0.1923076923076923,0.65,0.65,1
2,3,1,1,mult,100,0.7,5.000000000000001e-7,5.2,5.2,1,0.1923076923076923,0.7,0.7,1
2,3,1,1,mult,100,0.75,5.000000000000001e-7,5.2,5.2,1,0.1923076923076923,0.75,0.75,1
2,3,1,1,mult,100,0.8,5.000000000000001e-7,5.2,5.2,1,0.1923076923076923,0.8,0.8,0.99
2,3,1,1,mult,100,0.85,5.000000000000001e-7,5.2,5.2,1,0.1923076923076923,0.85,0.85,0.95
2,3,1,1,mult,100,0.9,5.000000000000001e-7,5.2,5.2,1,0.1923076923076923,0.9,0.9,0.71
2,3,1,1,mult,100,0.95,5.000000000000001e-7,5.2,5.2,1,0.1923076923076923,0.95,0.95,0.15
2,3,1,1,mult,100,0.6,5e-8,5.2,5.2,1,0.1923076923076923,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-8,5.2,5.2,1,0.1923076923076923,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-8,5.2,5.2,1,0.1923076923076923,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-8,5.2,5.2,1,0.1923076923076923,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-8,5.2,5.2,1,0.1923076923076923,0.8,0.8,0.98
2,3,1,1,mult,100,0.85,5e-8,5.2,5.2,1,0.1923076923076923,0.85,0.85,0.9
2,3,1,1,mult,100,0.9,5e-8,5.2,5.2,1,0.1923076923076923,0.9,0.9,0.56
2,3,1,1,mult,100,0.95,5e-8,5.2,5.2,1,0.1923076923076923,0.95,0.95,0.07
2,3,1,1,mult,100,0.6,5e-10,5.2,5.2,1,0.1923076923076923,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-10,5.2,5.2,1,0.1923076923076923,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-10,5.2,5.2,1,0.1923076923076923,0.7,0.7,0.99
2,3,1,1,mult,100,0.75,5e-10,5.2,5.2,1,0.1923076923076923,0.75,0.75,0.98
2,3,1,1,mult,100,0.8,5e-10,5.2,5.2,1,0.1923076923076923,0.8,0.8,0.91
2,3,1,1,mult,100,0.85,5e-10,5.2,5.2,1,0.1923076923076923,0.85,0.85,0.7
2,3,1,1,mult,100,0.9,5e-10,5.2,5.2,1,0.1923076923076923,0.9,0.9,0.27
2,3,1,1,mult,100,0.95,5e-10,5.2,5.2,1,0.1923076923076923,0.95,0.95,0.01
2,3,1,1,mult,100,0.6,0.05,5.5,5.5,1,0.18181818181818182,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,5.5,5.5,1,0.18181818181818182,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,5.5,5.5,1,0.18181818181818182,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,5.5,5.5,1,0.18181818181818182,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,5.5,5.5,1,0.18181818181818182,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,5.5,5.5,1,0.18181818181818182,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,5.5,5.5,1,0.18181818181818182,0.9,0.9,1
2,3,1,1,mult,100,0.95,0.05,5.5,5.5,1,0.18181818181818182,0.95,0.95,0.98
2,3,1,1,mult,100,0.6,5e-5,5.5,5.5,1,0.18181818181818182,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,5.5,5.5,1,0.18181818181818182,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,5.5,5.5,1,0.18181818181818182,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-5,5.5,5.5,1,0.18181818181818182,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-5,5.5,5.5,1,0.18181818181818182,0.8,0.8,1
2,3,1,1,mult,100,0.85,5e-5,5.5,5.5,1,0.18181818181818182,0.85,0.85,1
2,3,1,1,mult,100,0.9,5e-5,5.5,5.5,1,0.18181818181818182,0.9,0.9,0.95
2,3,1,1,mult,100,0.95,5e-5,5.5,5.5,1,0.18181818181818182,0.95,0.95,0.51
2,3,1,1,mult,100,0.6,5e-6,5.5,5.5,1,0.18181818181818182,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-6,5.5,5.5,1,0.18181818181818182,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-6,5.5,5.5,1,0.18181818181818182,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-6,5.5,5.5,1,0.18181818181818182,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-6,5.5,5.5,1,0.18181818181818182,0.8,0.8,1
2,3,1,1,mult,100,0.85,5e-6,5.5,5.5,1,0.18181818181818182,0.85,0.85,0.99
2,3,1,1,mult,100,0.9,5e-6,5.5,5.5,1,0.18181818181818182,0.9,0.9,0.88
2,3,1,1,mult,100,0.95,5e-6,5.5,5.5,1,0.18181818181818182,0.95,0.95,0.31
2,3,1,1,mult,100,0.6,5.000000000000001e-7,5.5,5.5,1,0.18181818181818182,0.6,0.6,1
2,3,1,1,mult,100,0.65,5.000000000000001e-7,5.5,5.5,1,0.18181818181818182,0.65,0.65,1
2,3,1,1,mult,100,0.7,5.000000000000001e-7,5.5,5.5,1,0.18181818181818182,0.7,0.7,1
2,3,1,1,mult,100,0.75,5.000000000000001e-7,5.5,5.5,1,0.18181818181818182,0.75,0.75,1
2,3,1,1,mult,100,0.8,5.000000000000001e-7,5.5,5.5,1,0.18181818181818182,0.8,0.8,1
2,3,1,1,mult,100,0.85,5.000000000000001e-7,5.5,5.5,1,0.18181818181818182,0.85,0.85,0.97
2,3,1,1,mult,100,0.9,5.000000000000001e-7,5.5,5.5,1,0.18181818181818182,0.9,0.9,0.76
2,3,1,1,mult,100,0.95,5.000000000000001e-7,5.5,5.5,1,0.18181818181818182,0.95,0.95,0.18
2,3,1,1,mult,100,0.6,5e-8,5.5,5.5,1,0.18181818181818182,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-8,5.5,5.5,1,0.18181818181818182,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-8,5.5,5.5,1,0.18181818181818182,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-8,5.5,5.5,1,0.18181818181818182,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-8,5.5,5.5,1,0.18181818181818182,0.8,0.8,0.99
2,3,1,1,mult,100,0.85,5e-8,5.5,5.5,1,0.18181818181818182,0.85,0.85,0.92
2,3,1,1,mult,100,0.9,5e-8,5.5,5.5,1,0.18181818181818182,0.9,0.9,0.61
2,3,1,1,mult,100,0.95,5e-8,5.5,5.5,1,0.18181818181818182,0.95,0.95,0.09
2,3,1,1,mult,100,0.6,5e-10,5.5,5.5,1,0.18181818181818182,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-10,5.5,5.5,1,0.18181818181818182,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-10,5.5,5.5,1,0.18181818181818182,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-10,5.5,5.5,1,0.18181818181818182,0.75,0.75,0.99
2,3,1,1,mult,100,0.8,5e-10,5.5,5.5,1,0.18181818181818182,0.8,0.8,0.94
2,3,1,1,mult,100,0.85,5e-10,5.5,5.5,1,0.18181818181818182,0.85,0.85,0.75
2,3,1,1,mult,100,0.9,5e-10,5.5,5.5,1,0.18181818181818182,0.9,0.9,0.32
2,3,1,1,mult,100,0.95,5e-10,5.5,5.5,1,0.18181818181818182,0.95,0.95,0.02
2,3,1,1,mult,100,0.6,0.05,5.8,5.8,1,0.1724137931034483,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,5.8,5.8,1,0.1724137931034483,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,5.8,5.8,1,0.1724137931034483,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,5.8,5.8,1,0.1724137931034483,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,5.8,5.8,1,0.1724137931034483,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,5.8,5.8,1,0.1724137931034483,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,5.8,5.8,1,0.1724137931034483,0.9,0.9,1
2,3,1,1,mult,100,0.95,0.05,5.8,5.8,1,0.1724137931034483,0.95,0.95,0.98
2,3,1,1,mult,100,0.6,5e-5,5.8,5.8,1,0.1724137931034483,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,5.8,5.8,1,0.1724137931034483,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,5.8,5.8,1,0.1724137931034483,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-5,5.8,5.8,1,0.1724137931034483,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-5,5.8,5.8,1,0.1724137931034483,0.8,0.8,1
2,3,1,1,mult,100,0.85,5e-5,5.8,5.8,1,0.1724137931034483,0.85,0.85,1
2,3,1,1,mult,100,0.9,5e-5,5.8,5.8,1,0.1724137931034483,0.9,0.9,0.96
2,3,1,1,mult,100,0.95,5e-5,5.8,5.8,1,0.1724137931034483,0.95,0.95,0.54
2,3,1,1,mult,100,0.6,5e-6,5.8,5.8,1,0.1724137931034483,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-6,5.8,5.8,1,0.1724137931034483,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-6,5.8,5.8,1,0.1724137931034483,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-6,5.8,5.8,1,0.1724137931034483,0.75,0.75,1
